user,senti_text_processed,sentimenal_res
Roma,thank goodness oh.,"{'Negative': 0.014002357, 'Neutral': 0.15073937, 'Positive': 0.83525825}"
Roma,"the investigations stopped, riccardo ugolini already has the official data on twitter","{'Negative': 0.2096167, 'Neutral': 0.7536121, 'Positive': 0.03677115}"
Roma,let the handcuffs jingle,"{'Negative': 0.09620823, 'Neutral': 0.7747389, 'Positive': 0.12905285}"
Roma,"i suggest you see our profile to get an idea. and there are so many videos/photos from months ago because we recently opened the twitter account, exasperated by all this. we tell what we suffer, also because those who suffer it but do not say it.","{'Negative': 0.5425741, 'Neutral': 0.38085124, 'Positive': 0.076574616}"
Roma,"you're wrong. when we ironically say that the situation at the pigneto is tragicomic and because so many happen every day and over and over again that at a certain point you no longer know what to do. we are also poor people, so are all those who live in this situation.","{'Negative': 0.92612183, 'Neutral': 0.06850384, 'Positive': 0.005374273}"
Roma,"it seems to me (my feeling) that we are laughing because it is an issue between 'poor people'. because the same kind of theft wouldn't be told by your pages with these tones, if the victim were one of those who follow your posts. but maybe i'm wrong huh","{'Negative': 0.69836175, 'Neutral': 0.26800418, 'Positive': 0.033634055}"
Roma,absolutely yes. the ztl have been sieves for years and with completely useless timetables to contain vehicular traffic. to all this is added the absence of minimally serious checks by the could hardly get worse.,"{'Negative': 0.8494838, 'Neutral': 0.12984349, 'Positive': 0.020672755}"
Roma,who came to steal during prayer? we laugh so as not to cry.,"{'Negative': 0.23680781, 'Neutral': 0.65776765, 'Positive': 0.105424516}"
Roma,"uncivilized and whoever parks there is illegal who allowed such a thing to be created on the tuscolana, when it could be done along the happy aqueduct-tax tower and reunite it with the pdacquedotti/lemonia.. a cycle path up a slope and descent so .. from bolsheviks","{'Negative': 0.5597352, 'Neutral': 0.4119734, 'Positive': 0.028291443}"
Roma,piazza re di rome closed to traffic... escalators at fixed terms... what a city of mierda,"{'Negative': 0.21968518, 'Neutral': 0.54490834, 'Positive': 0.2354065}"
Roma,"but have you seen the uphill scandal of the cricket, behind the imperial forum, one step away from the colosseum??? a snake of parked cars, a vanished pedestrian path and pedestrians walking in the middle of the street. , do you exist?","{'Negative': 0.73782426, 'Neutral': 0.24142613, 'Positive': 0.020749655}"
Roma,"well, on the other hand they are in plain sight at palazzo de cupis in piazza navona... without and apparently having nothing to object to...","{'Negative': 0.33549213, 'Neutral': 0.5882454, 'Positive': 0.076262526}"
Roma,we all know the rumors about the state police... let's hope they're just rumors...,"{'Negative': 0.35260817, 'Neutral': 0.58196706, 'Positive': 0.0654247}"
Roma,"how nice it would be if instead of the usual silly campaigns inviting us to be good, we turned to weak road users against decidedly arrogant and heavy smart users","{'Negative': 0.36211818, 'Neutral': 0.3881574, 'Positive': 0.2497244}"
Roma,"but where are they when these things happen, and after?","{'Negative': 0.3734855, 'Neutral': 0.6042439, 'Positive': 0.022270653}"
Roma,"repeated violations are the ones just can't crack down on.(not that with the others it's much more effective, anyway)","{'Negative': 0.47627664, 'Neutral': 0.44212312, 'Positive': 0.08160019}"
Roma,: the unsustainable imprudence of : the bomber at the crossroads with the tram of destiny. to derail a tram weighing several tons at what speed was it going?,"{'Negative': 0.636235, 'Neutral': 0.34498957, 'Positive': 0.018775435}"
Roma,get organized and hit hard like there's no tomorrow.without hesitation,"{'Negative': 0.038780328, 'Neutral': 0.45638567, 'Positive': 0.50483406}"
Roma,certainly.,"{'Negative': 0.20768474, 'Neutral': 0.5532967, 'Positive': 0.2390186}"
Roma,meanwhile at the pigneto people die from house fires caused by lit candles to save electricity but poverty is not a problem for rich residents.they want clean streets and walls to transform houses into b&amp;b's or rent basements at absurd prices.,"{'Negative': 0.7134808, 'Neutral': 0.2498261, 'Positive': 0.036693145}"
Roma,"boh here's a repeated request to be able to pay to keep the car still. not public transport, but blue stripes.","{'Negative': 0.1370412, 'Neutral': 0.7666659, 'Positive': 0.0962929}"
Roma,"apart from these speeches from civil motorization, it would instead be useful to find a way to legalize those revenues and use them in ""municipal"" projects","{'Negative': 0.04992818, 'Neutral': 0.5822759, 'Positive': 0.36779583}"
Roma,therefore and more than one euro and above all a panda is worth more than the one i used to drive (grace year ),"{'Negative': 0.017862607, 'Neutral': 0.47995174, 'Positive': 0.50218564}"
Roma,i don't know if they were asking in proportion to the value of the car but it would make more sense than the blue stripes. i had euros in my pocket and that was enough for a panda,"{'Negative': 0.12850988, 'Neutral': 0.6395651, 'Positive': 0.23192503}"
Roma,the euros requested were really ! happy you...,"{'Negative': 0.002638448, 'Neutral': 0.038332094, 'Positive': 0.9590295}"
Roma,ah (ter): cocktails for euros with only one barman serving,"{'Negative': 0.018079145, 'Neutral': 0.8679015, 'Positive': 0.11401938}"
Roma,"ask for blue stripes (spoiler: this is how private individuals make money) because two kids asked for euro for parking.ah, the concert ticket cost euros.ah (bis): i think many messages from troops have not arrived","{'Negative': 0.656185, 'Neutral': 0.31628266, 'Positive': 0.027532326}"
Roma,blood calls blood? absurd and dangerous situation yesterday (sunday) in front of the basilica smausiliatrice. camper (and other cars) parked prohibited on the tuscolana cycle path in one of the most exposed points (crossroads with turn and u-turn).,"{'Negative': 0.84297526, 'Neutral': 0.14708793, 'Positive': 0.009936816}"
Roma,i didn't understand the 'comic' part where would it be?,"{'Negative': 0.54530275, 'Neutral': 0.423109, 'Positive': 0.031588282}"
Roma,police,"{'Negative': 0.2847238, 'Neutral': 0.5544012, 'Positive': 0.16087498}"
Roma,police,"{'Negative': 0.2847238, 'Neutral': 0.5544012, 'Positive': 0.16087498}"
Roma,police,"{'Negative': 0.2847238, 'Neutral': 0.5544012, 'Positive': 0.16087498}"
Roma,"i'd remove the cars from there, to avoid having to pull them out of the abyss.","{'Negative': 0.33846992, 'Neutral': 0.6264032, 'Positive': 0.035126876}"
Roma,last night amazing at the rossellini space. only drawback illegal parking outside. in all they will have collected over a thousand euros. n.p. wouldn't this money be useful for ?,"{'Negative': 0.009997988, 'Neutral': 0.06901004, 'Positive': 0.920992}"
Roma,"but the euro can do it without catalyst, fap, egr valve etc etc.wait for the rays to go out, then see how the music changes","{'Negative': 0.077020645, 'Neutral': 0.8537518, 'Positive': 0.0692276}"
Roma,"and then i'm not against the police. i hope he hasn't had favorable treatment just because he is a ""vip"" (they did the alcohol test for me even though i was rear-ended while i was standing in the column on the gra). and i insist, no one wrote that the drivers were negative in the tests","{'Negative': 0.43420705, 'Neutral': 0.4873812, 'Positive': 0.07841181}"
Roma,if he hadn't gone so fast in the city he certainly wouldn't have destroyed the car like that,"{'Negative': 0.6241297, 'Neutral': 0.35168093, 'Positive': 0.024189325}"
Roma,? how he scaped? why your government protect a thief and comunist that stole more than billion dollars from venezuela?,"{'Negative': 0.9304952, 'Neutral': 0.06671424, 'Positive': 0.002790486}"
Roma,but only on odd days,"{'Negative': 0.13876054, 'Neutral': 0.7838599, 'Positive': 0.07737955}"
Roma,and above all on the pedestrian crossings they will no longer be able to park the euro2.... we're staying after you,"{'Negative': 0.5583421, 'Neutral': 0.3909093, 'Positive': 0.050748643}"
Roma,"and you with the face of that wed,, in the pic who c,,,, would you be?","{'Negative': 0.08636392, 'Neutral': 0.88012743, 'Positive': 0.033508576}"
Roma,"but don't fuck up, there are the police and the carabinieri who will decide who is wrong and who is right.","{'Negative': 0.44621262, 'Neutral': 0.513345, 'Positive': 0.040442362}"
Roma,"but does the notice that garbage market of the picked up, which is created in front of the entrances of the pyramid station, at the weekend? and above all a lot of that stuff that remains ""unsold"", in the evening it remains thrown on the street, creating a landfill effect.","{'Negative': 0.759333, 'Neutral': 0.2230558, 'Positive': 0.01761119}"
Roma,"don't worry that now the black points are coming, the bright led crossings and the zones","{'Negative': 0.070523284, 'Neutral': 0.6869922, 'Positive': 0.24248442}"
Roma,of course! only then by mistake they live elsewhere. i miss the basics huh,"{'Negative': 0.4946569, 'Neutral': 0.40204853, 'Positive': 0.10329462}"
Roma,but i don't know all of them from trastevere?,"{'Negative': 0.25475287, 'Neutral': 0.71454346, 'Positive': 0.030703599}"
Roma,"but he's not from rome, he's only a romanist. you too. come on then!","{'Negative': 0.5349665, 'Neutral': 0.41860119, 'Positive': 0.046432294}"
Roma,this has been driving for years and doesn't know that there are tram lights...,"{'Negative': 0.6869959, 'Neutral': 0.28836015, 'Positive': 0.024643868}"
Roma,via monte zebio. even on sunday morning,"{'Negative': 0.018078385, 'Neutral': 0.80217993, 'Positive': 0.17974171}"
Roma,and with this thought you immediately attack the local police. right ? i would think about who got hurt.,"{'Negative': 0.83582973, 'Neutral': 0.15606192, 'Positive': 0.008108335}"
Roma,"in fact, had it been some year old they would have also done the dna exam","{'Negative': 0.10890859, 'Neutral': 0.844435, 'Positive': 0.04665637}"
Roma,"during each television service relating to a car accident, the journalist on duty is always diligent in letting it be known that ""the driver was found (positive or negative) in tests for alcohol and drugs"". silence here.why, does anyone have something to hide?","{'Negative': 0.52146727, 'Neutral': 0.44605586, 'Positive': 0.032476902}"
Roma,and you assume they didn't do all the checks?,"{'Negative': 0.45113885, 'Neutral': 0.53012496, 'Positive': 0.018736186}"
Roma,no journalist writes if they tested the two drivers for alcohol and drugs. and if and omission of official documents,"{'Negative': 0.33395067, 'Neutral': 0.64715236, 'Positive': 0.018896896}"
Roma,-24...,"{'Negative': 0.16797827, 'Neutral': 0.7019071, 'Positive': 0.13011466}"
Roma,reported to the police hour and a quarter ago. obviously they didn't come,"{'Negative': 0.7331705, 'Neutral': 0.24681315, 'Positive': 0.020016316}"
Roma,"the ban had been in force for a decade but without passages it is impossible to hope for the controls of the . the camera, on the other hand, is democratic. he catches everyone, and then the roman starts to worry. it's useless to complain if you don't follow the rules. learn to respect them","{'Negative': 0.4133712, 'Neutral': 0.49429783, 'Positive': 0.09233089}"
Roma,steinmeier2022 please send this turkish woman to your own country so that this longing ends,"{'Negative': 0.6951567, 'Neutral': 0.2932661, 'Positive': 0.011577247}"
Roma,please send this turkish woman to your own country so that this longing ends.,"{'Negative': 0.80776983, 'Neutral': 0.18640228, 'Positive': 0.005827843}"
Roma,"there are situations out of all legality but which are not considered to prevent deaths and injuries. if vigilance weren't enough, could you ask to mobilize beyond checks for prevention?","{'Negative': 0.6474687, 'Neutral': 0.3359934, 'Positive': 0.01653796}"
Roma,everything normal?,"{'Negative': 0.07184709, 'Neutral': 0.7874731, 'Positive': 0.14067984}"
Roma,"let's just say that right now they don't even listen to him, no one is ""scared"" more than","{'Negative': 0.87616163, 'Neutral': 0.11720574, 'Positive': 0.006632652}"
Roma,let's tell them police,"{'Negative': 0.23229381, 'Neutral': 0.6779012, 'Positive': 0.089804985}"
Roma,"science fiction again for this city, unfortunately!!!","{'Negative': 0.9068033, 'Neutral': 0.08509918, 'Positive': 0.008097548}"
Roma,"the police in rome capital is nothing short of inconsistent and totally invisible, perhaps in the three years that i spend there every morning, i've seen a fine... surely because someone else like me will have annoyed them to the point of intervening!!! worse and worse","{'Negative': 0.9510942, 'Neutral': 0.043676853, 'Positive': 0.005228985}"
Roma,"a job for , if only there was the will to put them","{'Negative': 0.15365721, 'Neutral': 0.7407734, 'Positive': 0.10556945}"
Roma,"and the beauty is that it is like this every day outside the schools throughout the city, evidently the municipality of is on the side of these uncivilized people since its municipal police do not fine these motorists.","{'Negative': 0.23308043, 'Neutral': 0.46482703, 'Positive': 0.3020925}"
Roma,it's a shame,"{'Negative': 0.8974988, 'Neutral': 0.091147296, 'Positive': 0.011353933}"
Roma,"already the is only committed to fines for irregular parking (especially on weekends), when in rome these parking spaces have now reduced by /3 or more thanks to the n-thousand ""terraces"" of bars and restaurants. ..all other traffic offenses don't count, apparently!","{'Negative': 0.39167273, 'Neutral': 0.484552, 'Positive': 0.12377522}"
Roma,"license plates must be covered because privacy must be protected, but who protects honest citizens who don't bully? in front of the san leone magno school ... great teachings for our children. thanks","{'Negative': 0.110330075, 'Neutral': 0.4472359, 'Positive': 0.44243398}"
Roma,"this sentence is very serious. fines are clearly not made to educate but to convince that following the rule is convenient if not ethically at least economically. the opposite - that is, not issuing fines means - rewarding illegal behavior in the face of those who respect the rules","{'Negative': 0.8509589, 'Neutral': 0.13895743, 'Positive': 0.010083648}"
Roma,made the report?,"{'Negative': 0.2414407, 'Neutral': 0.72803915, 'Positive': 0.030520272}"
Roma,"shall we do something or should we hold the primacy of the city with the most dangerous roads in italy? i don't know if we are still first, but it would be nice to avoid early funerals for many citizens.","{'Negative': 0.5354412, 'Neutral': 0.41431984, 'Positive': 0.050238907}"
Roma,suv driving champion,"{'Negative': 0.07785524, 'Neutral': 0.75306314, 'Positive': 0.16908163}"
Roma,curved parking on strips (it was difficult to do both but this phenomenon succeeded). municipal police: not received.removal service: not received.,"{'Negative': 0.25223833, 'Neutral': 0.57302254, 'Positive': 0.17473914}"
Roma,the traffic warden driving in traffic talking on the phone she's holding is not a nice thing to see.,"{'Negative': 0.9583511, 'Neutral': 0.039147787, 'Positive': 0.0025011455}"
Roma,"very kind, news on the station works interrupted for a year?","{'Negative': 0.16828677, 'Neutral': 0.6984208, 'Positive': 0.13329242}"
Roma,": tonight they tried to break into the restaurant dar wig, winner of , and thiaso wine shop. a neighborhood that at night (but not only) is a no-man's land: or rather, criminal thugs!","{'Negative': 0.7996252, 'Neutral': 0.18763119, 'Positive': 0.012743624}"
Roma,post brawl: during the prayer an african stole the phone from a bengali and so i went to get it back and the fight broke out. tragicomic situation out of control. are you there???,"{'Negative': 0.9016051, 'Neutral': 0.09360067, 'Positive': 0.0047942917}"
Roma,"there's going to be a heavy rain in this weather, so let's be careful.","{'Negative': 0.2155104, 'Neutral': 0.68203706, 'Positive': 0.102452524}"
Roma,"rome ... capacious sidewalks in piazza di santa costanza!!! come on, is there to fix everything.","{'Negative': 0.4479305, 'Neutral': 0.42358848, 'Positive': 0.12848099}"
Roma,": gates and sheds torn down: illegal parking between the drug dealing buildings dismantled. blitz in : , , and the workers dismantled illegal structures in via dell'archeologia","{'Negative': 0.5048756, 'Neutral': 0.46801078, 'Positive': 0.027113615}"
Roma,"no, they will sweep the dust under the rug...","{'Negative': 0.3501288, 'Neutral': 0.5616891, 'Positive': 0.088182084}"
Roma,why doesn't the town hall widen the narrow sidewalks of via beccaria and put an end to this mess once and for all?,"{'Negative': 0.60580647, 'Neutral': 0.37020704, 'Positive': 0.02398655}"
Roma,marcolatini19,"{'Negative': 0.12511763, 'Neutral': 0.7056735, 'Positive': 0.16920877}"
Roma,policei point out this noble gentleman who is around on twitterthank you for your attention,"{'Negative': 0.0029856863, 'Neutral': 0.07159947, 'Positive': 0.92541486}"
Roma,you park like this because to make two cycle paths you cyclists only take away parking,"{'Negative': 0.638504, 'Neutral': 0.3255161, 'Positive': 0.035979874}"
Roma,this is how you park in rome will you show it as a plus for expo?,"{'Negative': 0.015019162, 'Neutral': 0.8660906, 'Positive': 0.11889018}"
Roma,being second-class citizens and having daily memories from institutions and administration is beautiful other than jubilee and expo,"{'Negative': 0.039216362, 'Neutral': 0.1994133, 'Positive': 0.76137036}"
Roma,when you are convinced that you went out on a moped instead you took the car,"{'Negative': 0.41467604, 'Neutral': 0.53837967, 'Positive': 0.04694425}"
Roma,marcolatini19 yes right,"{'Negative': 0.019680979, 'Neutral': 0.4915323, 'Positive': 0.4887868}"
Roma,but above all how did it get there? in that stretch there are jerseys on both access sides,"{'Negative': 0.08735708, 'Neutral': 0.8254387, 'Positive': 0.087204196}"
Roma,"marcolatini19 typical roman ""path of courage""...","{'Negative': 0.09690606, 'Neutral': 0.7720887, 'Positive': 0.13100527}"
