user,senti_text_processed,sentimenal_res
Pargue,didn't you also talk about illegal parking when you were already there?,"{'Negative': 0.58203405, 'Neutral': 0.40197575, 'Positive': 0.015990218}"
Pargue,"you need serious advice on this matter. as i know you don't work much, but you also present it stupidly.","{'Negative': 0.9043043, 'Neutral': 0.0872559, 'Positive': 0.008439781}"
Pargue,"great, but when will you finally kick the ass of the neo-bolsheviks who are restricting the working majority of us by constantly repeating the blocking of traffic?","{'Negative': 0.89843196, 'Neutral': 0.09521793, 'Positive': 0.0063501336}"
Pargue,"we agreed with the director of , eduard suster, and the director of the regional directorate for praha, petr matejck, to reinforce the patrols at andela. it is a reaction to two recent attacks, the perpetrators of which were quickly caught. to increase the honor of the policeman and the guard...","{'Negative': 0.10008745, 'Neutral': 0.68520933, 'Positive': 0.2147032}"
Pargue,"i don't agree with rl, but it's a great sign that the protest is going badly. to intervene those in whose power it is to solve the problem. here are those who, on the one hand, do not solve the problem, and on the other hand, as a larger group, they can start pushing for a solution to the problem with the harassing protesters.","{'Negative': 0.7226007, 'Neutral': 0.24640404, 'Positive': 0.030995257}"
Pargue,"you don't expect, i hope the members of or would work, right?","{'Negative': 0.19301014, 'Neutral': 0.7207614, 'Positive': 0.086228356}"
Pargue,protest should not cause financial damage to others.,"{'Negative': 0.8880421, 'Neutral': 0.10827812, 'Positive': 0.0036797998}"
Pargue,"these people are causing financial damage to the other party by blocking roads. it is not only a reduction in comfort but also in damage.in that case, i expect the security forces to intervene. of course, the first choice is to solve it ""for good"".","{'Negative': 0.8160552, 'Neutral': 0.16996247, 'Positive': 0.01398237}"
Pargue,"coz he did and did any protest in the history of mankind so you can't allow a public protest, hmm..","{'Negative': 0.58449644, 'Neutral': 0.3924734, 'Positive': 0.023030149}"
Pargue,"aren't you overdoing it with the rhetoric of ""us decent people""? a protest as a matter of principle restricts someone's comfort and bothers when nothing else is needed with noise, that is not a reason for physical punishments, which disperse protests as a preventive measure, compare yourself a bit - this is just pure clean, let alone see it in practice.","{'Negative': 0.8071986, 'Neutral': 0.17977405, 'Positive': 0.013027393}"
Pargue,"they can have whatever attitude they want. however, they cannot be allowed to limit the group that does not accept this attitude and cause them harm.","{'Negative': 0.7500793, 'Neutral': 0.23621842, 'Positive': 0.013702341}"
Pargue,", it should be perceived in the right way, that within the framework of the transport infrastructure solutions practiced in a certain style in the framework of the city, the freedom of some people interferes with theirs more significantly :- ) if nothing else, it's a legitimate and quite understandable position.","{'Negative': 0.018700497, 'Neutral': 0.35598055, 'Positive': 0.62531894}"
Pargue,") majority = pedestrians, ) majority = voters together","{'Negative': 0.03204282, 'Neutral': 0.8388499, 'Positive': 0.12910727}"
Pargue,"no matter where, i will not participate in the protest. for in residential streets (because no one wants thresholds on every street, it's not about that, it's just about a change in the marking system) i would protest with a mass bike ride through the streets where i'd like to see it, but i'm not crying over the fact that it's happening .","{'Negative': 0.5889118, 'Neutral': 0.3599401, 'Positive': 0.051148076}"
Pargue,"i will catch your penultimate sentence and ask - what is normal? is it normal to have daily convoys all over the city? can you really live normally in that?almost everyone has a car today, but the city is not inflated. therefore, it is necessary to make the city and the name a spatially demanding mode of transport.","{'Negative': 0.42038327, 'Neutral': 0.48677334, 'Positive': 0.092843376}"
Pargue,"money is the only way to comprehensively regulate traffic. traffic is increasing every year and something has to be done. and of course to complete the circuit, in this direction prague should force the central bohemia region to cooperate.2/2","{'Negative': 0.14961188, 'Neutral': 0.6240791, 'Positive': 0.226309}"
Pargue,"i'm sorry, it reminded me. stuck to the road is of course an atrocity and no one should do that. that should be punished.charging should fall on everyone, otherwise it won't work. let those who have secured parking have an exception.1/2","{'Negative': 0.8768477, 'Neutral': 0.111422665, 'Positive': 0.011729686}"
Pargue,"stbakovo i didn't use ""nasilidi""charging to the center for those who do not work or have not lived here is a possible solution.or a plowshare and legislative administration, that a protester stuck to the road becomes part of the road and is no longer (at that moment) a citizen, a form of protest could also help","{'Negative': 0.3665718, 'Neutral': 0.56922704, 'Positive': 0.06420116}"
Pargue,"the ""our people"" argument is funny . i see their activity as a positive thing, that someone at the magistrate could wake up, advisely charge a fee for entering the center and possibly link it to the condition of entry for those who have secured parking.","{'Negative': 0.05127981, 'Neutral': 0.4347283, 'Positive': 0.5139919}"
Pargue,"teach me. when i don't understand it.if they were protesting for greater traffic permeability, parking garages, tunnels, emergency exits, i would understand. but they screw up the lives of normal people who are just trying to live normally.this leftist garbage can only flow.","{'Negative': 0.9385384, 'Neutral': 0.05503309, 'Positive': 0.006428494}"
Pargue,"people like you will probably never understand that i'm not protesting these people because they shouldn't have their own car... really, wake up from that nineties disco, it's the year .","{'Negative': 0.74668163, 'Neutral': 0.2281098, 'Positive': 0.025208555}"
Pargue,no start.are you one of them?,"{'Negative': 0.2358329, 'Neutral': 0.72300893, 'Positive': 0.04115813}"
Pargue,thank you for the confirmation,"{'Negative': 0.0019976576, 'Neutral': 0.0586581, 'Positive': 0.9393442}"
Pargue,no. it makes me think of physical punishments for idiots who restrict decent people,"{'Negative': 0.9455251, 'Neutral': 0.05035779, 'Positive': 0.0041171517}"
Pargue,does it feel good to challenge yourself in violent scenes?,"{'Negative': 0.18503585, 'Neutral': 0.66311705, 'Positive': 0.15184706}"
Pargue,"but we don't pay and for this. a group that knows that they will probably never buy a car is blocking ordinary people.isn't there a baton and tear gas in the file?i'm for freedom, but the ends where the freedom of others begins.if they were to protest on the sidewalk, nothing happens.","{'Negative': 0.7977463, 'Neutral': 0.18902004, 'Positive': 0.013233627}"
Pargue,you write that the minority bullies the majority and then that the parties that are clearly in favor of cars won a clear majority in the elections. so how is it?,"{'Negative': 0.41240668, 'Neutral': 0.52177924, 'Positive': 0.06581404}"
Pargue,"even if we focus only on improving the quality of public space, we will also indirectly help the situation with illegal parking.","{'Negative': 0.041231252, 'Neutral': 0.4321643, 'Positive': 0.5266045}"
Pargue,"good day, one thing solves another. if public spaces are created in the inner city that do not look like roads and parking lots, but like squares and sidewalks, drivers who violate parking bans will behave differently.","{'Negative': 0.17566545, 'Neutral': 0.42505696, 'Positive': 0.3992775}"
Pargue,this would have to be resolved as soon as possible:for,"{'Negative': 0.07416129, 'Neutral': 0.7728908, 'Positive': 0.15294793}"
Pargue,it's better to contribute to things changing for the better.,"{'Negative': 0.012195411, 'Neutral': 0.17766447, 'Positive': 0.81014013}"
Pargue,somehow keep your mouth shut? like totalitarianism?,"{'Negative': 0.5799922, 'Neutral': 0.39507043, 'Positive': 0.024937358}"
Pargue,yes. deal with it somehow.,"{'Negative': 0.26788026, 'Neutral': 0.6464572, 'Positive': 0.08566257}"
Pargue,those are the facts. why the majority tolerates it is another question.,"{'Negative': 0.35793218, 'Neutral': 0.59535193, 'Positive': 0.046715904}"
Pargue,"it's hard to understand - share a headline where the ""minority terrorizes the majority"" and then write that the majority of voters are fine with it","{'Negative': 0.70970625, 'Neutral': 0.26823157, 'Positive': 0.022062127}"
Pargue,it's a doll's council,"{'Negative': 0.3709861, 'Neutral': 0.57544786, 'Positive': 0.053566083}"
Pargue,yes and why?,"{'Negative': 0.17191102, 'Neutral': 0.757202, 'Positive': 0.07088694}"
Pargue,"the equation there is quite simple - politicians are interested in the majority of the electorate, which is reflected in the election results, not the public opinion survey. and there it is quite clear.","{'Negative': 0.22861497, 'Neutral': 0.6298641, 'Positive': 0.14152098}"
Pargue,go to the magistrate or to,"{'Negative': 0.15883622, 'Neutral': 0.7863687, 'Positive': 0.05479506}"
Pargue,"the problem with us is enforcement and compliance with the rules. here btw. how the world sees us, very instructive...:","{'Negative': 0.42426696, 'Neutral': 0.5009941, 'Positive': 0.074738964}"
Pargue,"tyyyy, i looked at your bio thick i laughed too.","{'Negative': 0.010155005, 'Neutral': 0.1894036, 'Positive': 0.8004414}"
Pargue,"sure? the elections are perhaps not a referendum on cars in prague. we have some public opinion polls, most people want to calm down car traffic, and only -20% of residents drive a car every day. i would not make such conclusions at all.","{'Negative': 0.36474788, 'Neutral': 0.5616763, 'Positive': 0.07357574}"
Pargue,"in the customs house and near the municipal building .. spaces in the nearby underground garages of the anchor, palladium and customs house .. no one has to park on the surface. has been really trying lately, whether verbally or with boots, more and more often! great article!","{'Negative': 0.030344734, 'Neutral': 0.2394852, 'Positive': 0.7301701}"
Pargue,"it is indeed democracy, but in a very repulsive form...","{'Negative': 0.78111345, 'Neutral': 0.19833346, 'Positive': 0.020552982}"
Pargue,politicians don't do it because we don't want it from them. most voters are satisfied with the current situation and do not wish for it to change. parties that are clearly pro-cars won a clear majority in the elections. therefore they will continue to park everywhere. that's democracy.,"{'Negative': 0.47616228, 'Neutral': 0.43997687, 'Positive': 0.08386082}"
Pargue,"we just don't know democracy and capitalism, we've never lived in it...and we cannot expect the politicians responsible for this tragic situation to solve it for us. is ready to be dissolved, but no one will allow anything to happen to the director, the current government won't enforce better laws either...","{'Negative': 0.91490436, 'Neutral': 0.07848589, 'Positive': 0.006609735}"
Pargue,"etc. go to ukraine and fuck the guilds, i'll tell you soon!!! pig shit, throw you out, our country needs it!!!","{'Negative': 0.96414477, 'Neutral': 0.032078173, 'Positive': 0.0037770746}"
Pargue,"but it doesn't change anything mentioned above. thank you for the cycle lane, but i think that the change of the street could have been more ambitious, when the sidewalks are now being completely redone, including the torn out curb.","{'Negative': 0.10626532, 'Neutral': 0.5246199, 'Positive': 0.36911473}"
Pargue,"hahahihi, we laughed. so you are completely useless as a councilor for transport?","{'Negative': 0.8366407, 'Neutral': 0.14402418, 'Positive': 0.019335125}"
Pargue,cycle lane? the project always does not exist yet.,"{'Negative': 0.57861245, 'Neutral': 0.39545015, 'Positive': 0.025937408}"
Pargue,"hey, how do you purposefully forget about the cycle lane that's beautiful","{'Negative': 0.11077368, 'Neutral': 0.32482263, 'Positive': 0.5644037}"
Pargue,"yes please that's it. the sidewalks are just re-paved and returned to their original form, and then parked cars are placed on them. and we have the street sorted out for the next years.","{'Negative': 0.15563148, 'Neutral': 0.4996262, 'Positive': 0.34474242}"
Pargue,and it's happening,"{'Negative': 0.19360638, 'Neutral': 0.7048547, 'Positive': 0.101538844}"
Pargue,"so the sidewalk will be classically repaired in the original dimensions and parameters and then the road will start to be built, the parameters of which will logically not be modified either.","{'Negative': 0.07203404, 'Neutral': 0.8350174, 'Positive': 0.09294859}"
Pargue,", as a councilor, you can propose the installation of a post on the sidewalk, you can put such posts in front of crossings, or propose widening the sidewalk instead of the road crossing. as a councilor, you can appeal to mp for thorough inspections. i think you can do quite a lot, apart from the average citizen.","{'Negative': 0.09521138, 'Neutral': 0.694791, 'Positive': 0.20999767}"
Pargue,"so sidewalk repair is not planned, revitalization project cs. armies. those are two completely different things. and the revitalization project is not yet available and therefore not even on the website.","{'Negative': 0.7141963, 'Neutral': 0.25968286, 'Positive': 0.026120832}"
Pargue,would i also take a picture of it on twitter?,"{'Negative': 0.020203216, 'Neutral': 0.9039894, 'Positive': 0.07580743}"
Pargue,"so is the project somewhere? you probably don't have it on the website, it's not in the map of territorial development and not even in the map of traffic restrictions. construction is about half done.","{'Negative': 0.45125723, 'Neutral': 0.48609102, 'Positive': 0.062651716}"
Pargue,no answer.,"{'Negative': 0.49073878, 'Neutral': 0.44249505, 'Positive': 0.066766135}"
Pargue,and how can a citizen solve it? keep calling and he will be fined for harassing the police?,"{'Negative': 0.79873246, 'Neutral': 0.1922574, 'Positive': 0.009010171}"
Pargue,"is there any advice? how do people work there? the construction is half way through, i am currently doing the base layer there and i also saw part of the curb outside.","{'Negative': 0.33471003, 'Neutral': 0.636287, 'Positive': 0.029002994}"
Pargue,"yes, i have to call the client line twice in the morning on the way to work, twice in the afternoon on the way home and also several times when i go shopping. is that how it's meant to be?","{'Negative': 0.35106194, 'Neutral': 0.5573528, 'Positive': 0.09158524}"
Pargue,", unfortunately, ordinary citizens are not enough to solve the system, and individual calls do not help.","{'Negative': 0.8798059, 'Neutral': 0.112429984, 'Positive': 0.0077641406}"
Pargue,and the town hall has no other option to solve this than to advise people to call ?,"{'Negative': 0.47475886, 'Neutral': 0.4972083, 'Positive': 0.028032843}"
Pargue,since when can the council issue fines and enforce the law on road traffic?,"{'Negative': 0.4389027, 'Neutral': 0.5447039, 'Positive': 0.016393375}"
Pargue,"posting photos on twitter won't solve the problem. but i understand that it's not about the solution for someone, but the heart","{'Negative': 0.57219434, 'Neutral': 0.38254333, 'Positive': 0.045262378}"
Pargue,cr police measures speed once a year but otherwise keeps the mess going.,"{'Negative': 0.6154339, 'Neutral': 0.36215386, 'Positive': 0.022412235}"
Pargue,"i live in the center and i've been watching this for about the last two years. gutted exhaust, sounds like fireworks, often aggressive driving. it's kind of a current trend.","{'Negative': 0.5256211, 'Neutral': 0.40684846, 'Positive': 0.06753038}"
Pargue,proc ne,"{'Negative': 0.23728742, 'Neutral': 0.52996314, 'Positive': 0.23274948}"
Pargue,"the obstacle is defined by the law on traffic on land roads. and ""supervise"" its compliance. therefore, it probably really ""paradoxically"" does not fall under transport, but under security. i'm not an expert, i guess.","{'Negative': 0.37403822, 'Neutral': 0.56024766, 'Positive': 0.06571408}"
Pargue,jj pumpickare on the sidewalks i would fine you right now,"{'Negative': 0.51068306, 'Neutral': 0.44678032, 'Positive': 0.04253657}"
Pargue,"i agree with that, in the opposite guard it is, unfortunately, much more common. it doesn't even have to be about a children's playground, but any public area or park where a dog is supposed to be on a lead. and the townspeople don't have the capacity for that and i don't want to, i'd add cycle paths to that too","{'Negative': 0.7404776, 'Neutral': 0.23335211, 'Positive': 0.026170298}"
Pargue,i'll just think about whether karma will repay them somehow.,"{'Negative': 0.06555468, 'Neutral': 0.87133646, 'Positive': 0.06310881}"
Pargue,system's solution is to call the cops? do you have something better planned?,"{'Negative': 0.5717599, 'Neutral': 0.40006965, 'Positive': 0.028170515}"
Pargue,"""it's possible elsewhere, but it will never work with us, because..."", you can set the topic as you like. such a mantra, thanks to which we never move from our place. the courts decide according to the valid laws, they can be changed. economic motivation would certainly lead to higher performance than","{'Negative': 0.12609455, 'Neutral': 0.5475814, 'Positive': 0.32632416}"
Pargue,and shouldn't it be the work of responsible politicians? you for example?,"{'Negative': 0.26742244, 'Neutral': 0.673205, 'Positive': 0.059372522}"
Pargue,"the primary problem is front parking. it belongs somewhere on a highway rest stop, not in the city.","{'Negative': 0.87893075, 'Neutral': 0.10973285, 'Positive': 0.011336457}"
Pargue,"/2so the drivers often let it roll outside the marked zones into the road, because as you know, that street has unusually high curbs and a lot of people are worried about collisions.","{'Negative': 0.6467647, 'Neutral': 0.32281646, 'Positive': 0.030418865}"
Pargue,"and can you take this as a stimulus? moreover, it is obvious from the photo that you can hardly see the car, and you can't even see it at all on the right. i know that the season is starting and it will be painted, on that occasion it might be worth reconsidering. even if the three meters come out there,1/2","{'Negative': 0.31086427, 'Neutral': 0.579297, 'Positive': 0.1098388}"
Pargue,"i hope not idewalk repairs did not move with the curb line. i didn't measure it with the dog, but if the firemen have a problem, they can call at any time for a regular meeting.","{'Negative': 0.37832415, 'Neutral': 0.576648, 'Positive': 0.045027785}"
Pargue,"and will i also get a greeting with a fine for frequent calls? and what about the girl, which part recently appeared? are there really three meters between the cars, if even the firemen can't get through?","{'Negative': 0.27600724, 'Neutral': 0.6802715, 'Positive': 0.04372128}"
Pargue,"wants to call the client line . it's a load, agree.","{'Negative': 0.12762418, 'Neutral': 0.72975236, 'Positive': 0.14262344}"
Pargue,mp ostrava is also a hot adept...,"{'Negative': 0.018430777, 'Neutral': 0.5695423, 'Positive': 0.41202694}"
Pargue,"i haven't seen such appalling conditions even in somalia, describes a resident of praha , ""a house with a photographed neighbor""","{'Negative': 0.8913705, 'Neutral': 0.10070529, 'Positive': 0.007924361}"
Pargue,"yes, that will definitely be an adept.","{'Negative': 0.005464568, 'Neutral': 0.14876325, 'Positive': 0.8457722}"
Pargue,i would guess that would trump them and win,"{'Negative': 0.15549894, 'Neutral': 0.7125805, 'Positive': 0.13192056}"
Pargue,"as soon as you run out, could you please take a group of homeless people from the tram stop in narodni trida somewhere to armadyspasa for free. the burnt street is not on fire, there is no need to worry, but they have been there for at least a week and the paid workers waiting for work have nowhere to rest.","{'Negative': 0.3479954, 'Neutral': 0.54057074, 'Positive': 0.11143383}"
Pargue,"brrr. thanks no. kvuli and yes, it's a plague. dead end. prodelec.","{'Negative': 0.63949287, 'Neutral': 0.30443946, 'Positive': 0.05606771}"
Pargue,green and white plague thank you who can't even walk on the sidewalk photo from jerusalem. please do something about it!,"{'Negative': 0.8742274, 'Neutral': 0.113924496, 'Positive': 0.01184811}"
Pargue,"what do i know, maybe?it depends on the point of view, everyone can be a picus to everyone.be good.","{'Negative': 0.02884789, 'Neutral': 0.4158711, 'Positive': 0.555281}"
Pargue,and what about grandmothers and pianos...,"{'Negative': 0.20844339, 'Neutral': 0.7608066, 'Positive': 0.030749995}"
Pargue,autoracist!,"{'Negative': 0.7496614, 'Neutral': 0.22444572, 'Positive': 0.025892863}"
Pargue,hey,"{'Negative': 0.21231425, 'Neutral': 0.53059924, 'Positive': 0.2570865}"
Pargue,"character no, but taste pretty reliable.","{'Negative': 0.03757973, 'Neutral': 0.5899942, 'Positive': 0.3724261}"
Pargue,"hey, are we going to determine character based on color? i hope you don't judge people that way either","{'Negative': 0.47112024, 'Neutral': 0.4952347, 'Positive': 0.03364504}"
Pargue,"fascinating. people, i'm moving to one place. a million people in one small place.still, none of them thought that all the food, clothes, things of daily consumption for a million people are either teleported there every day, or brought there by people on bicycles with a scythe.it's not even funny","{'Negative': 0.8778532, 'Neutral': 0.10461562, 'Positive': 0.01753115}"
Pargue,"and the delivery of goods, the collection of waste will be carried out as mr. stransky?there are no shops there and no one lives there ....","{'Negative': 0.66614187, 'Neutral': 0.31145555, 'Positive': 0.022402633}"
Pargue,it's a plague.,"{'Negative': 0.85607237, 'Neutral': 0.12904806, 'Positive': 0.014879577}"
Pargue,parade bmw!,"{'Negative': 0.011119605, 'Neutral': 0.53719056, 'Positive': 0.45168987}"
Pargue,sup bavo,"{'Negative': 0.14095308, 'Neutral': 0.62180424, 'Positive': 0.23724267}"
Pargue,and your tweet says: i'm a fucking communist,"{'Negative': 0.94585186, 'Neutral': 0.04989419, 'Positive': 0.0042538596}"
Pargue,"i wouldn't post on social media more maturely.. you argue in vain. otherwise, the little guy likes scooters and cars and everything, that can be treated professionally...","{'Negative': 0.2510494, 'Neutral': 0.4796015, 'Positive': 0.26934907}"
Pargue,i also stand there sometimes... there is no other way,"{'Negative': 0.053983852, 'Neutral': 0.76073897, 'Positive': 0.18527712}"
Pargue,why not try calling the police or mp?,"{'Negative': 0.34442118, 'Neutral': 0.62962854, 'Positive': 0.02595028}"
Pargue,it's interesting that they always find time and people for a circle under the pig gate and similar crap...,"{'Negative': 0.4369605, 'Neutral': 0.44815513, 'Positive': 0.114884414}"
Pargue,"just hands, piste.you couldn't be further from the truth, but so what.just like me, you have the right to your opinion.","{'Negative': 0.2668935, 'Neutral': 0.6653015, 'Positive': 0.067804985}"
Pargue,"and i'm going to write that you just embarrassed the komancophiles, who used to keep their mouths shut and, above all, not speak much, so as not to cause problems. unfortunately for you, those who are not afraid to speak up when they see a problem, it's a joke and a joke","{'Negative': 0.86031175, 'Neutral': 0.1287896, 'Positive': 0.010898605}"
Pargue,like all over prague.,"{'Negative': 0.30372894, 'Neutral': 0.61383086, 'Positive': 0.0824402}"
Pargue,is!,"{'Negative': 0.054746747, 'Neutral': 0.4933849, 'Positive': 0.45186836}"
Pargue,desperately complex,"{'Negative': 0.9435256, 'Neutral': 0.051073864, 'Positive': 0.005400437}"
Pargue,"not every cyclist is a left-wing extremist, but every left-wing extremist is a cyclist.","{'Negative': 0.39093286, 'Neutral': 0.558257, 'Positive': 0.050810184}"
Pargue,i'll put it here over and over until the fashionps vb will not pass.ladies and gentlemen their anthem:,"{'Negative': 0.15155508, 'Neutral': 0.6192875, 'Positive': 0.22915745}"
Pargue,your comment says that you will be a nice guy,"{'Negative': 0.01138146, 'Neutral': 0.12360949, 'Positive': 0.86500907}"
Pargue,tvl you know by the car who is honest and who is not?,"{'Negative': 0.20813678, 'Neutral': 0.7579924, 'Positive': 0.033870846}"
Pargue,beautiful car? really?,"{'Negative': 0.06775306, 'Neutral': 0.23926075, 'Positive': 0.69298625}"
Pargue,montana black,"{'Negative': 0.1813879, 'Neutral': 0.66791296, 'Positive': 0.15069917}"
Pargue,what are you all doing with this fun? don't you see those scooters that get in everyone's way?!,"{'Negative': 0.38734534, 'Neutral': 0.4878614, 'Positive': 0.12479329}"
Pargue,but the poor guy just smeared it with some primer,"{'Negative': 0.9287201, 'Neutral': 0.06660157, 'Positive': 0.00467822}"
Pargue,"for god's sake let's let him be, he took grandma to the hospital, mom to therapy and dad to harm reduction. we all really envy him, me of course the most.","{'Negative': 0.2952739, 'Neutral': 0.4090321, 'Positive': 0.29569393}"
Pargue,nice bawo,"{'Negative': 0.029026663, 'Neutral': 0.38873586, 'Positive': 0.58223754}"
Pargue,the funniest is the city police who go there regularly and seem to do nothing.,"{'Negative': 0.48491296, 'Neutral': 0.41641465, 'Positive': 0.098672405}"
Pargue,do you know if it had a v8 or an electric motor? a mock version is being made.,"{'Negative': 0.117993556, 'Neutral': 0.84122396, 'Positive': 0.04078242}"
Pargue,the fat policeman who walks around obviously just for a walk would be enough.,"{'Negative': 0.3803856, 'Neutral': 0.5603353, 'Positive': 0.05927916}"
Pargue,nice seven,"{'Negative': 0.021359386, 'Neutral': 0.24550799, 'Positive': 0.7331326}"
Pargue,"quite a nice car, but the owner just turned it into a weed.","{'Negative': 0.550707, 'Neutral': 0.34418967, 'Positive': 0.105103336}"
Pargue,"yay. details for:, , , .as i wrote - he parks above the canal, the hydrant near the water and gas shutoff. blocked the entrance to the garden.","{'Negative': 0.28973868, 'Neutral': 0.6704124, 'Positive': 0.039848883}"
Pargue,beautiful car. the red communist must burst the tubes of envy.,"{'Negative': 0.21459915, 'Neutral': 0.32466054, 'Positive': 0.46074027}"
Pargue,aha,"{'Negative': 0.12706065, 'Neutral': 0.55932593, 'Positive': 0.31361336}"
Pargue,"i saw a fight there when one driver threatened the other that if he didn't get out of his way, he would call the police...","{'Negative': 0.7749953, 'Neutral': 0.21597366, 'Positive': 0.009031027}"
Pargue,don't you have any more photos of that dull bavarian?,"{'Negative': 0.4890998, 'Neutral': 0.49669173, 'Positive': 0.014208501}"
Pargue,he came back and lives in his world. and how big is the pen? how much more honest would he be with black gloss?,"{'Negative': 0.22497992, 'Neutral': 0.6467725, 'Positive': 0.12824762}"
Pargue,"are you kidding? do you determine a person's character by the color of the car? you should seek professional medical help, yesterday was too late. people like you are evil for this society.","{'Negative': 0.9774024, 'Neutral': 0.020571776, 'Positive': 0.0020259046}"
Pargue,taste sometimes tells.,"{'Negative': 0.14228785, 'Neutral': 0.77107644, 'Positive': 0.086635634}"
Pargue,"heeee, that talk is nice. i want jokes like that in public!","{'Negative': 0.0015995962, 'Neutral': 0.019667346, 'Positive': 0.9787331}"
Pargue,"on the base of the car, you immediately know what kind of person it is? so you're a dude, i'd like to be able to do that too.","{'Negative': 0.056185305, 'Neutral': 0.61684513, 'Positive': 0.3269696}"
Pargue,does the color of the car determine the honesty of a person?,"{'Negative': 0.22639091, 'Neutral': 0.7523116, 'Positive': 0.02129755}"
Pargue,"thanks, that's great. i'll save it.","{'Negative': 0.003296444, 'Neutral': 0.023736259, 'Positive': 0.9729673}"
Pargue,"the new seventh was really successful, the ugly public space looks better thanks to such a beautiful car!","{'Negative': 0.002758604, 'Neutral': 0.009894508, 'Positive': 0.9873469}"
Pargue,i don't understand what is so difficult about putting those few columns there.,"{'Negative': 0.86020374, 'Neutral': 0.13079986, 'Positive': 0.008996461}"
Pargue,i work there! daily bread...,"{'Negative': 0.047772445, 'Neutral': 0.76967776, 'Positive': 0.1825498}"
Pargue,"it absolutely doesn't matter, because according to marek bend, the wheels are extrem.","{'Negative': 0.19396323, 'Neutral': 0.72519505, 'Positive': 0.080841675}"
Pargue,or batman,"{'Negative': 0.12097025, 'Neutral': 0.7706744, 'Positive': 0.10835545}"
Pargue,"was funny. and by the way, who did i meet happily walking among these cars? yes","{'Negative': 0.0035066116, 'Neutral': 0.06744406, 'Positive': 0.9290494}"
Pargue,"the matte black er says ""i'm an honest person""!","{'Negative': 0.05071336, 'Neutral': 0.6283665, 'Positive': 0.32092014}"
Pargue,always the same.,"{'Negative': 0.34133294, 'Neutral': 0.5492629, 'Positive': 0.109404124}"
Pargue,on the other side even better,"{'Negative': 0.0037667295, 'Neutral': 0.05825296, 'Positive': 0.9379803}"
Pargue,"fucking scooters. pesi zona thamova, where for several years has been promising to install a bollard against illegal parking. then this is the normal state every day.","{'Negative': 0.9146725, 'Neutral': 0.07585791, 'Positive': 0.009469618}"
